Flow_from_user,Flow_to_user,flow
npandey25,jamewils,1
npandey25,nixxin,1
npatel12376,ModiBharosa,1
npawan29,gauravcsawant,1
npglhc,gauravcsawant,1
npsshetty,AskAnshul,1
npsshetty,gauravcsawant,1
Nr_Shiralkar,aayushitrivedi2,-1
Nr_Shiralkar,abhiair26,-1
Nr_Shiralkar,aman31atrey,-1
Nr_Shiralkar,amanagnihotri10,-1
Nr_Shiralkar,amanahuja40,-1
Nr_Shiralkar,anjali_jaiz,-1
Nr_Shiralkar,anoop1495,-1
Nr_Shiralkar,babz666,-1
Nr_Shiralkar,biswaksen,-1
Nr_Shiralkar,deekshagk02,-1
Nr_Shiralkar,drmunishinsan,-1
Nr_Shiralkar,harshalthakare7,-1
Nr_Shiralkar,isha2712,-1
Nr_Shiralkar,kachaaalu_viru,-1
Nr_Shiralkar,kamaljitsinghi1,-1
Nr_Shiralkar,kl14app,-1
Nr_Shiralkar,live_hardik,-1
Nr_Shiralkar,maniinsan777,-1
Nr_Shiralkar,manish031,-1
Nr_Shiralkar,meee_vicky,-1
Nr_Shiralkar,paidmedia_,-1
Nr_Shiralkar,pawannapranam,-1
Nr_Shiralkar,pushpai86,-1
Nr_Shiralkar,rutvikmodi18,-1
Nr_Shiralkar,shadygodz,-1
Nr_Shiralkar,shribhivaskar,-1
Nr_Shiralkar,soulsflute,-1
Nr_Shiralkar,sujninni,-1
Nr_Shiralkar,sukhjee61679745,-1
Nr_Shiralkar,sushant_singh_,-1
Nr_Shiralkar,sushanthbablu,-1
Nr_Shiralkar,themarebarrow,-1
Nr_Shiralkar,uditmini123456,-1
Nr_Shiralkar,vidhya_heaven,-1
Nr_Shiralkar,vishalsrswt,-1
Nr_Shiralkar,wiki_rajput,-1
nr_tatvamasi,centerofright,1
nregalsuit,DrKumarVishwas,1
nroshu,MinIT_Telangana,1
nsarika,aartic02,1
nsdhade,steve_hanke,1
nshroff,5Forty3,1
nshuklain,ModiBharosa,1
NSuMEeT1,choudharylaxmi,-1
ntr_siva,RoflGandhi_,1
ntsocool1,5Forty3,1
ntsocool1,AskAnshul,1
ntsocool1,ModiBharosa,1
nuevomedio,thePhaserdotcom,1
nuggettoffy,bjpsamvad,1
nugovhlejaqersn,jethapunjabi,1
nupur_agarwal_,ippatel,1
nupur_agarwal_,pragya_bhushan,1
nusr100,smita_muk,1
nv_handle,gauravcsawant,1
nviswam,Janamejayan,1
nvmehra,nvmehra,1
nvmehra,nvmehra,-1
nyra186646811,Joydeep_911,1
nzsuresh,5Forty3,1
nzsuresh,gauravcsawant,1
nzsuresh,harshkkapoor,1
nzsuresh,Joydeep_911,1
nzsuresh,ModiBharosa,1
o__positive,renu_18,1
obada_safi,ShashiTharoor,1
obhanajay,DrGPradhan,1
observereacting,gauravcsawant,1
OccuWorld,itsmeping_t,-1
odiBharosa,bk_chudasama,-1
odiBharosa,sahilkhurana09,-1
odishaswamy,karnataka_ioc,1
offensive_chy,RoflGandhi_,1
office_of_sg,rssurjewala,1
OfficeChai,blahfamous,-1
officeofarjun,_MiteshPatel,1
OfficeOfRG,ankitsa44603749,-1
OfficeOfRG,megaforcekv,-1
OfficeOfRG,naveennehra01,-1
OfficeOfRG,prabhatkumarlkr,-1
OfficeOfRG,sahilbalu456,-1
OfficeOfRG,surenderbalu1,-1
official_anup,mkatju,1
ohgnis,RealHistoryPic,1
ohh__teri,URautelaForever,1
ohhmrsudeep,priyaakulkarni2,1
olaprexa,aryaalok,-1
olderbrother21,SpencerKarter,1
oldheart0210,DrKumarVishwas,1
oldsailor,kanimozhi,1
oldsailor,Karthick2668,1
oldsilaswebster,LivingOnChi,1
oldsunil,centerofright,1
oldsunil,DrShobha,1
oldsunil,Joydeep_911,1
oldsunil,ModiBharosa,1
olestoepoke,attomeybharti,1
olgort,ModiBharosa,1
olgort,pGurus1,1
omaar_sir,jamewils,1
omaredewor,steve_hanke,1
omgupta60,vrsrini,1
omgurjar19,KiranKS,1
omjakhar,rkm0907,-1
omniajay,IndiaFirst_2019,1
omnipangolin,amazingatheist,1
omnoetics,jamewils,1
omommii,ModiBharosa,1
omprakash_dared,ModiBharosa,1
omprakash1704,NG_withINC,1
omprakash1704,ShashiTharoor,1
omprakash1797,Ra_THORe,1
omprakashrao,ModiBharosa,1
omumagharia,URautelaForever,1
onamjee,bsindia,1
onceinabluenoon,ModiBharosa,1
OneGlobeForum,harjivsingh,-1
OneGlobeForum,maryasaur,-1
Oneindia,hemant_p,-1
OnestlyBrutal,sakshamsobti,-1
onkarpandey11,DrKumarVishwas,1
onkarshrivastav,myvotetoday,1
only_brain,aaanupriyaaa,1
onlyam_sunil08,URautelaForever,1
OnlyKollywood,chennaicircuit,-1
OnlyKollywood,vinothkuruvilla,-1
onlysanjeevjha,hemster,1
onlysanjeevjha,profpaVarghese,1
OnmanoramaLive,manthandoc,-1
ootbdevk,ippatel,1
ootbdevk,rahulroushan,1
ootbdevk,RoshanSdrprop,1
opentwletter,awesomeindia83,1
opgeoengineeri1,WoffordN,1
opinionpoll1,OpinionPoll1,1
OpinionPoll1,opinionpoll1,-1
optimist_chic,pGurus1,1
orgaquiq,5Forty3,1
orientblackswan,gershwin93,1
orion_marie_pie,URautelaForever,1
ororaborealis,madskak,1
orusimon,steve_hanke,1
oshail,sandipsabharwal,1
oshankar,anandmiishra,-1
oshankar,pratyushmayank,-1
oshankar,priyad_01,-1
oshankar,unrealmohit,-1
osman_ali187,aartic02,1
osman_ali187,RealHistoryPic,1
ottlegalrebels,bijonmehta,1
ottlegalrebels,bitcoinagile,1
ottlegalrebels,ChockBlain,1
outofdaworld,rahulroushan,1
outofofficerg,rupasubramanya,1
outofofficerg,SecretaryMEITY,1
outofofficerg,ShefVaidya,1
outthinker83,Atheist_Krishna,1
outthinker83,centerofright,1
ovaissultankhan,kavita_krishnan,1
oxymoron30,gauravcsawant,1
oxymoron30,ModiBharosa,1
p_mulchandani,bi_india,1
p_sahibsingh,bjpsamvad,1
p00jan_patel,URautelaForever,1
p0rnfairy,amazingatheist,1
paandeyy,parthavs,1
paaruni,rssurjewala,1
pablodelgc,vikramreuters,1
padamchowdhary,Gopalee67,1
padamkant,ModiBharosa,1
paddy1kool,gauravcsawant,1
paddymourya1,steve_hanke,1
padiram,madskak,1
padre9rr,rssurjewala,1
pagreil,DrPippaM,1
paidmedia_,ModiBharosa,1
paidmedia_,Nr_Shiralkar,1
pakhndibaba,URautelaForever,1
palakhapalakh,URautelaForever,1
palakmisty11,rssurjewala,1
paleskinwlsdom,TheMehulPatel,1
PallabB,chandani3suresh,-1
PallabB,dpadhihari,-1
PallabB,grumpeoldman,-1
PallabB,kushannandy,-1
PallabB,pritishnandy,-1
PallabB,rangitanandy,-1
PallabB,veenakmoorthy,-1
pallabi_srk,URautelaForever,1
pallaklalwani,URautelaForever,1
pallanam,ippatel,1
pallav42,gauravcsawant,1
pallavijha,hi_paresh,1
pallavisingh88,gauravcsawant,1
pallavitbose,gauravcsawant,1
pallavivijay5,URautelaForever,1
pallavthakurinc,NG_withINC,1
palliravi,myvotetoday,1
palomasharma,barbarindian,1
palsingh1981,tr_partha,1
palu3124v,JustinSandefur,1
palu3124v,MilanV,1
palumbo_lucio,TCS,1
pamelag2000,anilkohli54,1
panaiyolaishan,kanimozhi,1
pandavkhushbu,GujaratHeadline,1
pandey_priyanka,jamewils,1
pandey_priyanka,Joydas,1
pandey_priyanka,steve_hanke,1
pandeyanant99,DrGPradhan,1
pandeymukesh23,airnewsalerts,1
pandeyrajrsh,harshkkapoor,1
pandeyrajrsh,Mr_LoLwa,1
pandeyrajrsh,PiyushGoyalOffc,1
pandeyshirish,rahulroushan,1
panditj83889845,DrKumarVishwas,1
panditrahul108,priyaakulkarni2,1
pandya_pratap,ShashiTharoor,1
panickeruma,rahulroushan,1
pankahsahai88,NG_withINC,1
pankaj_03,DrKumarVishwas,1
pankaj_03,ms_rana,1
pankaj_congress,mahcongress,1
pankaj_itc,DrKumarVishwas,1
pankaj_mahindru,Hemant_80,1
pankaj_namo,InternetHinduz,1
pankaj_namo,ModiBharosa,1
pankaj1577,DrKumarVishwas,1
pankaj16182,kanimozhi,1
pankajchandak,pGurus1,1
pankajdixit2611,DrKumarVishwas,1
pankajibs,HumorMinistry,1
pankajk28191265,URautelaForever,1
pankajk9d,URautelaForever,1
pankajnathroy,URautelaForever,1
PankajPachauri,busy16,-1
PankajPachauri,cbdaas,-1
PankajPachauri,iamkarthikeyank,-1
PankajPachauri,intimateramc,-1
PankajPachauri,jenixrino,-1
PankajPachauri,thambirajan,-1
PankajPachauri,thirumarant,-1
pankajr84696665,URautelaForever,1
pankajsharma153,attomeybharti,1
pankajyadav1051,URautelaForever,1
pankilc,URautelaForever,1
pankpoetakh,bjpsamvad,1
panobdudu,steve_hanke,1
panromir,marioisnothere,-1
pantg4,ModiBharosa,1
pantrishab,HumorMinistry,1
pantvikraminc,NG_withINC,1
panuganti,DrGPradhan,1
papicky,steve_hanke,1
pappu_pedia,attomeybharti,1
pappu_pedia,DrGPradhan,1
pappu_pedia,rupasubramanya,1
pappujk78,ShashiTharoor,1
pappuyadav007,rahulroushan,1
paragbhandari1,CNNnews18,1
paragdr,IndiaFirst_2019,1
paragdr,ModiBharosa,1
paragpatelpower,AnkitLal,1
parakhmanasi,URautelaForever,1
parantapaa,5Forty3,1
parasaraap,URautelaForever,1
parasyadav18,geetv79,1
paraulji,Ra_THORe,1
pardeepmodgil,gauravcsawant,1
pareshp94866251,gauravcsawant,1
ParichayLegal,divya_legal,-1
parjak2008,ModiBharosa,1
parntheveeran,mkatju,1
parodycricketer,HumorMinistry,1
parodyrowdy,AdityaNair20,1
parshanthadala,faizaskari,1
parthapinaki,ModiBharosa,1
parthasakhadas,ModiBharosa,1
parthavs,casinghvaibhav,-1
parthavs,chetanpthakar,-1
parthavs,deepanshkhuran1,-1
parthavs,paandeyy,-1
parthavs,ptlshivakumar12,-1
parthavs,sandeep251210,-1
parthavs,shanmugam_7,-1
parthdesaisgit,Ra_THORe,1
parthology,01karn,-1
parthology,lakshmianand96,-1
parthology,victoryfornamo,-1
parthpa07241800,Atheist_Krishna,1
parthpa07241800,attomeybharti,1
parthpa07241800,bhaiyyajispeaks,1
parthpa07241800,GNDTV,1
parthpa07241800,HarsimratBadal_,1
parthpa07241800,madskak,1
parthpa07241800,ModiBharosa,1
parthpa07241800,NaIna0806,1
parthpa07241800,rajeev_mp,1
parthpa07241800,URautelaForever,1
partypartiet,Timcast,1
paruiabhijan,DrGPradhan,1
parveen_bhadoo,rssurjewala,1
ParvinSharma_,iamriteshup,-1
ParvinSharma_,shuklapinku,-1
parwez1,DrKumarVishwas,1
parwez1,kavita_krishnan,1
parwez1,Tanim0104,1
parwez1,tweepul,1
pasamortgage,TCS,1
Pastor_Dowell,awake2righteous,-1
Pastor_Dowell,tyronrobinsonii,-1
patange_sunil,5Forty3,1
patani_ashutosh,Gadgets360,1
patank81,URautelaForever,1
patel_rajesh207,_MiteshPatel,1
patel6786,ashu3page,1
patelchirag168,URautelaForever,1
patelpharm,sandipsabharwal,1
patelriship,darsh_goswami,-1
patelriship,krupalhadia89,-1
patelroop_113,URautelaForever,1
patelsarfaraz68,1Patelzuber,1
pateltushar0024,URautelaForever,1
Patelzuber,sirpandyahardik,-1
pathakgp,gauravcsawant,1
pathakgp,ModiBharosa,1
PathanAsmakhan,rahultkd,-1
pathaniasagar,PathaniaSagar,1
PathaniaSagar,pathaniasagar,-1
patilashish687,DrKumarVishwas,1
patilr1994,URautelaForever,1
patnaikt,5Forty3,1
patnaikt,gauravcsawant,1
patrakaariz,dna,1
patrakaariz,kavita_krishnan,1
patriotbharati,centerofright,1
patriotindian12,DrGPradhan,1
patrovak,Cheatedbuyer,1
PattySD51,dcdecals1,-1
patyack14,steve_hanke,1
paul3692509,Lukewearechange,1
paulasset,acejunker,-1
paulbono9,DharmicFundoo,1
paulfniehaus,JustinSandefur,1
paulosev,Joydas,1
paulpushparaj1,TCS,1
paulstansilas,ShashiTharoor,1
PaulTassi,christianocon,-1
PaulTassi,kingconan13,-1
PaulTassi,lia_ferrante,-1
PaulTassi,slowhandzen,-1
PaulTassi,thehelmetfire,-1
PaulTassi,theirishtide,-1
pavan_sadineni,MIB_India,1
pavan_sadineni,PIB_India,1
pavan_sethi,aartic02,1
pavan_sethi,bharat_builder,1
pavan_sethi,jamewils,1
pavan_sethi,kamaaaa6,1
pavanaja,_harishl,-1
pavanaja,drdamodhar,-1
pavanaja,gurubrammha,-1
pavanaja,harishgksms,-1
pavanaja,prasabs,-1
pavanpavs254,ZeeNewsSports,1
pavansahu786,URautelaForever,1
pavanvoice,arkaytimes,1
pavanyadav797,kanimozhi,1
pawanjrai,AskAnshul,1
pawanjrai,Joydeep_911,1
pawanjrai,madskak,1
pawannapranam,Nr_Shiralkar,1
pawshemanoj,PawsheManoj,1
PawsheManoj,pawshemanoj,-1
paxbrutalis,anilkohli54,1
payal_am9,URautelaForever,1
payalbhayana,Atheist_Krishna,1
payel_das_,Joydeep_911,1
payments_source,narcotole,-1
payments_source,the_digital_coo,-1
pbshur,gauravcsawant,1
pcheruvally,FTIIndia,1
pcmaniac_sk,URautelaForever,1
pcquest,gthoppae,-1
pcrajendra,rahulroushan,1
pdev070,assassinsps,1
pdrsudhakar,ashu3page,1
pdrsudhakar,NG_withINC,1
pdrsudhakar,rssurjewala,1
pdrsudhakar,sitaramlamba,1
pdrsudhakar,vaishaliishere,1
PedestrianPoet,abidd__,-1
PedestrianPoet,introvertravi,-1
PedestrianPoet,juneymb,-1
peepal59,Ra_THORe,1
peepal59,URautelaForever,1
peeyushbhiwani,DrKumarVishwas,1
peggyd6710,Sarah__Reynolds,1
penisgarlic,bholipunjabn,-1
penitusvox,Timcast,1
penmymind,steve_hanke,1
pepperlesszzz,Timcast,1
peretzz_,URautelaForever,1
perezreed5,YarmolukDan,1
persephonefr,steve_hanke,1
pessimystiquem,RoflGandhi_,1
peter_vas,indiradpk0,-1
peter_vas,iyerspeaks,-1
peter_vas,kinshukmishra,-1
peter_vas,mjdv3,-1
peter_vas,prashant1056,-1
peter_vas,prashsaralaya,-1
peter_vas,ruchir78,-1
peter_vas,virupaksha_hs,-1
peter_vas,ykjoshi,-1
petroleummin,HPCL,1
peyrillathavan,AdityaNair20,1
pGurus1,0807ankit,-1
pGurus1,69b1b71236104d6,-1
pGurus1,870f4906f95f4d8,-1
pGurus1,a31x64vijay,-1
pGurus1,aarvee18,-1
pGurus1,alwaysproindian,-1
pGurus1,amol_khiste,-1
pGurus1,anumulachaitra,-1
pGurus1,anuuragjain,-1
pGurus1,asterixdegaulle,-1
pGurus1,biswajeetdash,-1
pGurus1,cerebration12,-1
pGurus1,chandan_tndn,-1
pGurus1,chweeneytodd,-1
pGurus1,dipakmahajan5,-1
pGurus1,dk12bm,-1
pGurus1,dsgiri,-1
pGurus1,dudawant,-1
pGurus1,gaaagrawal,-1
pGurus1,hindu_roar,-1
pGurus1,imdharmic,-1
pGurus1,innovativehindu,-1
pGurus1,joshirakesh2004,-1
pGurus1,kppradeepdr,-1
pGurus1,krish_bjp,-1
pGurus1,krishnam_2016,-1
pGurus1,ktarun90,-1
pGurus1,lava_agarwal,-1
pGurus1,muraliks_11,-1
pGurus1,nneelans,-1
pGurus1,olgort,-1
pGurus1,optimist_chic,-1
pGurus1,pankajchandak,-1
pGurus1,prabhav135,-1
pGurus1,prakashxkumar,-1
pGurus1,raghuchethan,-1
pGurus1,raghuramanmenon,-1
pGurus1,rajsidnik,-1
pGurus1,samwit_wicky,-1
pGurus1,sbajpai2806,-1
pGurus1,shenoy70,-1
pGurus1,shobhanpounikar,-1
pGurus1,shruthi_ps,-1
pGurus1,srisriyash1,-1
pGurus1,t_s_mohan,-1
pGurus1,timeseek1970,-1
pGurus1,tnmukundan,-1
pGurus1,tprasad_7,-1
pGurus1,twittwats18,-1
pGurus1,udhayshankartr,-1
pGurus1,unsubtledesi,-1
pGurus1,upma23,-1
pGurus1,valprajj,-1
pGurus1,varshathacker,-1
pGurus1,vinayakh2016,-1
pGurus1,virus4congress,-1
pGurus1,vishwaamitra,-1
pGurus1,vkn2904,-1
phaantoms,ModiBharosa,1
phantompen,CryptKeeperBTT,1
phekateraho,RealHistoryPic,1
phigi,Timcast,1
phlli9,_MiteshPatel,1
phoenixmathew,rssurjewala,1
Phronesis_inc,arorahimanshu83,-1
Phronesis_inc,gauraveenu,-1
physiomanjeet,DrKumarVishwas,1
PIB_India,0786sartaj,-1
PIB_India,aabha110,-1
PIB_India,aadhiseshu2,-1
PIB_India,aaditya793,-1
PIB_India,aaditya810,-1
PIB_India,abdulali03,-1
PIB_India,agarwal_to,-1
PIB_India,akas_day,-1
PIB_India,akashdgarg,-1
PIB_India,ambika109,-1
PIB_India,apsacs1,-1
PIB_India,arikgandhi,-1
PIB_India,ashis_pandey1,-1
PIB_India,ashok50_ashok,-1
PIB_India,avinash_mailme,-1
PIB_India,babita976,-1
PIB_India,balajimuthyala,-1
PIB_India,bansanirmal,-1
PIB_India,bivas143,-1
PIB_India,charli_to,-1
PIB_India,cmpdil,-1
PIB_India,cmpfoindia,-1
PIB_India,congresskajana,-1
PIB_India,coolsaleh1,-1
PIB_India,crowngroup3,-1
PIB_India,dg_pib,-1
PIB_India,dhruvang_kp,-1
PIB_India,dhruvbhim,-1
PIB_India,finminindia,-1
PIB_India,guptha_rakesh,-1
PIB_India,gurdeep2091,-1
PIB_India,haricharan1012,-1
PIB_India,himansh29466255,-1
PIB_India,hussainto1,-1
PIB_India,i_anilkumar,-1
PIB_India,ibadah8,-1
PIB_India,jbelludi,-1
PIB_India,juli_1736,-1
PIB_India,karanmalhotra55,-1
PIB_India,kashyap1190,-1
PIB_India,kesar_62,-1
PIB_India,koushik412,-1
PIB_India,kuvam707,-1
PIB_India,me_nabhoj,-1
PIB_India,mib_india,-1
PIB_India,ministryinb,-1
PIB_India,minustax,-1
PIB_India,mitra_1709,-1
PIB_India,mounika341,-1
PIB_India,murali_talasila,-1
PIB_India,neepcoindia,-1
PIB_India,nithinjaiswal4,-1
PIB_India,pavan_sadineni,-1
PIB_India,politicalwings2,-1
PIB_India,politics_better,-1
PIB_India,pradeep19941994,-1
PIB_India,prameshjain12,-1
PIB_India,pratapshetty19,-1
PIB_India,pratibha364,-1
PIB_India,pratima944,-1
PIB_India,praveenbp21aug,-1
PIB_India,raheemto1,-1
PIB_India,rahultkd,-1
PIB_India,rajaraoto,-1
PIB_India,rajgupthato1,-1
PIB_India,rajivnirman,-1
PIB_India,ramasrivalli,-1
PIB_India,rasool29326749,-1
PIB_India,rathod_tr5,-1
PIB_India,rathoreaja,-1
PIB_India,rav26051,-1
PIB_India,ravi_mital,-1
PIB_India,ravipasupuleti3,-1
PIB_India,ravirajato,-1
PIB_India,realwalaindia,-1
PIB_India,riju_1448,-1
PIB_India,rituvarma55,-1
PIB_India,romeshnadir,-1
PIB_India,sagarika716,-1
PIB_India,shail_bunty,-1
PIB_India,sharan35379873,-1
PIB_India,shravanraj11,-1
PIB_India,shukla_sanj,-1
PIB_India,sk199209,-1
PIB_India,suryato6,-1
PIB_India,teluguactress,-1
PIB_India,teluguonetv,-1
PIB_India,to_roshan,-1
PIB_India,to1sai,-1
PIB_India,tweet_pnb,-1
PIB_India,vaibhavmlhtr,-1
PIB_India,vellyprajapati,-1
PIB_India,venkat572,-1
PIB_India,viralvm69,-1
PIB_India,viv_cse,-1
PIB_India,yelloji1,-1
PIB_India,zabha2,-1
piechuckerr,CMOMaharashtra,1
pierrejovanovic,steve_hanke,1
piert83,steve_hanke,1
pikkachu10,URautelaForever,1
pikki74,dewindia11,1
pikki74,nixxin,1
pikukaushal,Atheist_Krishna,1
pillaishrijit,URautelaForever,1
pinaki_dasgupta,twit2abhi,-1
pinakinmehta1,geetv79,1
pinclickhomes,fortiusinfra,-1
pingle83,indianyogi,1
pinkiroymailco1,URautelaForever,1
pinkisharma4,DrKumarVishwas,1
pinkoosh12,URautelaForever,1
pintuinsa,myvotetoday,1
pintujadhavbjp,shailesh_0501,1
pintujadhavbjp,SickularLibtard,1
pintujadhavbjp,ThinkingHearts,1
pirai_2014,gauravcsawant,1
piratesingh,dna,1
piushtomar,Lexmeridian,1
pixiedixie721,chandreshd,1
piyu909,JammuKashmir5,1
piyush_love1,Joydas,1
piyush4bjp,attomeybharti,1
piyush4bjp,gauravcsawant,1
piyush8598,URautelaForever,1
piyush9392,GauravPandhi,1
piyusharma01,DrKumarVishwas,1
PiyushGoyalOffc,2181viral,-1
PiyushGoyalOffc,abhi_msd,-1
PiyushGoyalOffc,ajay_omkara,-1
PiyushGoyalOffc,akshaypatel10,-1
PiyushGoyalOffc,aniljharbade2,-1
PiyushGoyalOffc,anusharmaudh,-1
PiyushGoyalOffc,ardmehra1966,-1
PiyushGoyalOffc,arjunshukla_,-1
PiyushGoyalOffc,arvind_joshi,-1
PiyushGoyalOffc,ashish_dagwar,-1
PiyushGoyalOffc,ashishsinghame,-1
PiyushGoyalOffc,ashutoshk55,-1
PiyushGoyalOffc,ashutri74,-1
PiyushGoyalOffc,atlantesindia,-1
PiyushGoyalOffc,bhawana_pal,-1
PiyushGoyalOffc,bjp_2019,-1
PiyushGoyalOffc,bjpkothrud,-1
PiyushGoyalOffc,bjpmahfc,-1
PiyushGoyalOffc,bjpmpfc,-1
PiyushGoyalOffc,bjptamilnadufc,-1
PiyushGoyalOffc,bjpupfc,-1
PiyushGoyalOffc,brigbin,-1
PiyushGoyalOffc,ca_sanjeevgodha,-1
PiyushGoyalOffc,cmpfoindia,-1
PiyushGoyalOffc,cool_nikkki,-1
PiyushGoyalOffc,cpdhonprasad68,-1
PiyushGoyalOffc,dalip1736,-1
PiyushGoyalOffc,dhruvbhim,-1
PiyushGoyalOffc,dineshsahay,-1
PiyushGoyalOffc,dwimidham,-1
PiyushGoyalOffc,fetch_app,-1
PiyushGoyalOffc,fivision2020,-1
PiyushGoyalOffc,gayatrisays,-1
PiyushGoyalOffc,gthakore,-1
PiyushGoyalOffc,harshsharma29,-1
PiyushGoyalOffc,iamrahulkarke,-1
PiyushGoyalOffc,indianabhishek_,-1
PiyushGoyalOffc,iraajeshsharma,-1
PiyushGoyalOffc,jaidevadidev,-1
PiyushGoyalOffc,jaiprakashshah2,-1
PiyushGoyalOffc,jasbjp,-1
PiyushGoyalOffc,join_utc,-1
PiyushGoyalOffc,joshi_mukund136,-1
PiyushGoyalOffc,jyotsnadevi33,-1
PiyushGoyalOffc,khandelw13sagar,-1
PiyushGoyalOffc,mahagovernment,-1
PiyushGoyalOffc,maihindustani99,-1
PiyushGoyalOffc,manishupreti9,-1
PiyushGoyalOffc,maratha19feb,-1
PiyushGoyalOffc,mayankagarwalb,-1
PiyushGoyalOffc,meena7099,-1
PiyushGoyalOffc,meghwanshi_p,-1
PiyushGoyalOffc,modifiedbhaarat,-1
PiyushGoyalOffc,modifiedbihar,-1
PiyushGoyalOffc,mukeshsingh___,-1
PiyushGoyalOffc,myindiangov,-1
PiyushGoyalOffc,newsbjp,-1
PiyushGoyalOffc,nk_satyam6,-1
PiyushGoyalOffc,nomoreattitude,-1
PiyushGoyalOffc,pandeyrajrsh,-1
PiyushGoyalOffc,prabhakar2july,-1
PiyushGoyalOffc,pune_smartcity,-1
PiyushGoyalOffc,punjabimodern1,-1
PiyushGoyalOffc,raisahab20,-1
PiyushGoyalOffc,rajiv1959,-1
PiyushGoyalOffc,rajkumaarpandey,-1
PiyushGoyalOffc,ramankk92,-1
PiyushGoyalOffc,rashtravadi1,-1
PiyushGoyalOffc,reetesh777,-1
PiyushGoyalOffc,rgsehgal,-1
PiyushGoyalOffc,sardanaurmila,-1
PiyushGoyalOffc,scoutapp2,-1
PiyushGoyalOffc,sgdas2004,-1
PiyushGoyalOffc,sgrisingpunefc,-1
PiyushGoyalOffc,shahsamkit99,-1
PiyushGoyalOffc,sharedestinatio,-1
PiyushGoyalOffc,shiv982,-1
PiyushGoyalOffc,shrinivasa,-1
PiyushGoyalOffc,sjvnlimited,-1
PiyushGoyalOffc,sonikasdutta,-1
PiyushGoyalOffc,srianuragh,-1
PiyushGoyalOffc,subodhsastri,-1
PiyushGoyalOffc,sushmaketkar,-1
PiyushGoyalOffc,thatakshay,-1
PiyushGoyalOffc,ticktalksg,-1
PiyushGoyalOffc,tolerant_tilak,-1
PiyushGoyalOffc,tosompatel,-1
PiyushGoyalOffc,tropicaltanner,-1
PiyushGoyalOffc,tushart2701,-1
PiyushGoyalOffc,utc_kolkata,-1
PiyushGoyalOffc,utc_pune,-1
PiyushGoyalOffc,utchelp,-1
PiyushGoyalOffc,vgdaula,-1
PiyushGoyalOffc,vikashk08037554,-1
PiyushGoyalOffc,wedeeptisumit,-1
piyushjswl05,GreatGameIndia,1
pjain,bwdisrupt,-1
pjain,reginadulanjali,-1
pjkaur24,Joydas,1
pjustinantony,ShashiTharoor,1
pk_rao,gauravcsawant,1
pkgupta_,ModiBharosa,1
pkgzb,DrKumarVishwas,1
pkm370,Tanim0104,1
pkotekar,sukanyaiyer2,1
pkr70,kavita_krishnan,1
pksingh7391,ModiBharosa,1
pkunk_,5Forty3,1
plahlu50,ashu3page,1
planet_manish,Ra_THORe,1
platine_pt,gauravcsawant,1
platosays,MarkDice,1
playrajiv,URautelaForever,1
pm_travel_tours,AnaMyID,1
pmadapalli,ShefVaidya,1
pmadapalli,SreeIyer1,1
pmatodkar,ModiBharosa,1
pmjp123,gauravcsawant,1
pmkejri,Atheist_Krishna,1
PMonkeyHumanist,lalildehhboss,-1
PMonkeyHumanist,lin__nicolee,-1
PMonkeyHumanist,mcheilen,-1
PMonkeyHumanist,melllzzard,-1
PMonkeyHumanist,real_abiola,-1
pnpv2,Abhishek3592,1
point_blanc79,5Forty3,1
poison4aap,gauravcsawant,1
poisonousfog,Lukewearechange,1
pokharkarumesh,DrKumarVishwas,1
pokurusrinivas,jamewils,1
Policewalaaa,siddhigan58,-1
politiburr,LionelMedia,1
politicalcooper,roshankar,1
politicalwings2,MIB_India,1
politicalwings2,PIB_India,1
politics_better,MIB_India,1
politics_better,PIB_India,1
politicspeach,LionelMedia,1
politrick_,ashu3page,1
pollingmachine_,AmitDhiman_,1
polo_princess97,BajajAllianzLIC,1
polticalquest,SwachhPolitics,1
pombuzz,IRS_India,1
pomogandhi,Dipankar_cpiml,1
pontifukex,kapil_kausik,1
pooja9394,ShomaChaudhury,1
poojachoudharyy,URautelaForever,1
poojashale,mahcongress,1
poojasi56802769,kkpandey,1
poonamb40929685,gops333,1
poonams13,SreeIyer1,1
poppympf6666,NG_withINC,1
popun_beta,URautelaForever,1
popup809,bsindia,1
porinju,dsgiri,-1
porinju,jayhindurastram,-1
porinju,praveenbp21aug,-1
postcolonialist,jairajp,1
potnisk,gauravcsawant,1
potter_girl06,URautelaForever,1
powernamo,AskAnshul,1
pp_purohit,rahulroushan,1
pp479w,gauravcsawant,1
ppathak_,Ra_THORe,1
pppsandeep,gauravcsawant,1
ppritam009,URautelaForever,1
pr_hp_bjp,s_cartoons,1
praashantkul,rahulroushan,1
prabaldave,raveeshbhalla,1
prabhak47974192,ModiBharosa,1
prabhakar2july,PiyushGoyalOffc,1
prabhakarup1,1Patelzuber,1
prabhakarup1,ShashiTharoor,1
prabhasi_borah,URautelaForever,1
prabhat111malik,RoflGandhi_,1
prabhatkhemnani,NG_withINC,1
prabhatkumarlkr,OfficeOfRG,1
prabhav135,bhaiyyajispeaks,1
prabhav135,pGurus1,1
prabhav135,ShefVaidya,1
prabhoopatel,SreeIyer1,1
prabhunav,ModiBharosa,1
prabhusogala,ModiBharosa,1
prabhuvashist1,DipendraDipzo,1
prabin1206,harshkkapoor,1
prabin1206,Joydeep_911,1
