"","X","Flow_from_user","Flow_to_user","flow"
"6900",6900,"Oneindia","hemant_p",-1
"15638",15638,"OnestlyBrutal","sakshamsobti",-1
"12571",12571,"onkarpandey11","DrKumarVishwas",1
"12573",12573,"onkarshrivastav","myvotetoday",1
"12575",12575,"only_brain","aaanupriyaaa",1
"12577",12577,"onlyam_sunil08","URautelaForever",1
"4028",4028,"OnlyKollywood","chennaicircuit",-1
"19892",19892,"OnlyKollywood","vinothkuruvilla",-1
"12579",12579,"onlysanjeevjha","hemster",1
"12581",12581,"onlysanjeevjha","profpaVarghese",1
"10478",10478,"OnmanoramaLive","manthandoc",-1
"12583",12583,"ootbdevk","ippatel",1
"12585",12585,"ootbdevk","rahulroushan",1
"12587",12587,"ootbdevk","RoshanSdrprop",1
"12589",12589,"opentwletter","awesomeindia83",1
"12591",12591,"opgeoengineeri1","WoffordN",1
"12593",12593,"opinionpoll1","OpinionPoll1",1
"12594",12594,"OpinionPoll1","opinionpoll1",-1
"12595",12595,"optimist_chic","pGurus1",1
"12597",12597,"orgaquiq","5Forty3",1
"12599",12599,"orientblackswan","gershwin93",1
"12601",12601,"orion_marie_pie","URautelaForever",1
"12603",12603,"ororaborealis","madskak",1
"12605",12605,"orusimon","steve_hanke",1
"12607",12607,"oshail","sandipsabharwal",1
"1680",1680,"oshankar","anandmiishra",-1
"13512",13512,"oshankar","pratyushmayank",-1
"13644",13644,"oshankar","priyad_01",-1
"19204",19204,"oshankar","unrealmohit",-1
"12609",12609,"osman_ali187","aartic02",1
"12611",12611,"osman_ali187","RealHistoryPic",1
"12613",12613,"ottlegalrebels","bijonmehta",1
"12615",12615,"ottlegalrebels","bitcoinagile",1
"12617",12617,"ottlegalrebels","ChockBlain",1
"12619",12619,"outofdaworld","rahulroushan",1
"12621",12621,"outofofficerg","rupasubramanya",1
"12623",12623,"outofofficerg","SecretaryMEITY",1
"12625",12625,"outofofficerg","ShefVaidya",1
"12627",12627,"outthinker83","Atheist_Krishna",1
"12629",12629,"outthinker83","centerofright",1
"12631",12631,"ovaissultankhan","kavita_krishnan",1
"12633",12633,"oxymoron30","gauravcsawant",1
"12635",12635,"oxymoron30","ModiBharosa",1
"12637",12637,"p_mulchandani","bi_india",1
"12639",12639,"p_sahibsingh","bjpsamvad",1
"12641",12641,"p00jan_patel","URautelaForever",1
"12643",12643,"p0rnfairy","amazingatheist",1
"12645",12645,"paandeyy","parthavs",1
"12647",12647,"paaruni","rssurjewala",1
"12649",12649,"pablodelgc","vikramreuters",1
"12651",12651,"padamchowdhary","Gopalee67",1
"12653",12653,"padamkant","ModiBharosa",1
"12655",12655,"paddy1kool","gauravcsawant",1
"12657",12657,"paddymourya1","steve_hanke",1
"12659",12659,"padiram","madskak",1
"12661",12661,"padre9rr","rssurjewala",1
"12663",12663,"pagreil","DrPippaM",1
"12665",12665,"paidmedia_","ModiBharosa",1
"12667",12667,"paidmedia_","Nr_Shiralkar",1
"12669",12669,"pakhndibaba","URautelaForever",1
"12671",12671,"palakhapalakh","URautelaForever",1
"12673",12673,"palakmisty11","rssurjewala",1
"12675",12675,"paleskinwlsdom","TheMehulPatel",1
"3954",3954,"PallabB","chandani3suresh",-1
"5338",5338,"PallabB","dpadhihari",-1
"6500",6500,"PallabB","grumpeoldman",-1
"9684",9684,"PallabB","kushannandy",-1
"13628",13628,"PallabB","pritishnandy",-1
"14502",14502,"PallabB","rangitanandy",-1
"19484",19484,"PallabB","veenakmoorthy",-1
"12677",12677,"pallabi_srk","URautelaForever",1
"12679",12679,"pallaklalwani","URautelaForever",1
"12681",12681,"pallanam","ippatel",1
"12683",12683,"pallav42","gauravcsawant",1
"12685",12685,"pallavijha","hi_paresh",1
"12687",12687,"pallavisingh88","gauravcsawant",1
"12689",12689,"pallavitbose","gauravcsawant",1
"12691",12691,"pallavivijay5","URautelaForever",1
"12693",12693,"pallavthakurinc","NG_withINC",1
"12695",12695,"palliravi","myvotetoday",1
"12697",12697,"palomasharma","barbarindian",1
"12699",12699,"palsingh1981","tr_partha",1
"12701",12701,"palu3124v","JustinSandefur",1
"12703",12703,"palu3124v","MilanV",1
"12705",12705,"palumbo_lucio","TCS",1
"12707",12707,"pamelag2000","anilkohli54",1
"12709",12709,"panaiyolaishan","kanimozhi",1
"12711",12711,"pandavkhushbu","GujaratHeadline",1
"12713",12713,"pandey_priyanka","jamewils",1
"12715",12715,"pandey_priyanka","Joydas",1
"12717",12717,"pandey_priyanka","steve_hanke",1
"12719",12719,"pandeyanant99","DrGPradhan",1
"12721",12721,"pandeymukesh23","airnewsalerts",1
"12723",12723,"pandeyrajrsh","harshkkapoor",1
"12725",12725,"pandeyrajrsh","Mr_LoLwa",1
"12727",12727,"pandeyrajrsh","PiyushGoyalOffc",1
"12729",12729,"pandeyshirish","rahulroushan",1
"12731",12731,"panditj83889845","DrKumarVishwas",1
"12733",12733,"panditrahul108","priyaakulkarni2",1
"12735",12735,"pandya_pratap","ShashiTharoor",1
"12737",12737,"panickeruma","rahulroushan",1
"12739",12739,"pankahsahai88","NG_withINC",1
"12741",12741,"pankaj_03","DrKumarVishwas",1
"12743",12743,"pankaj_03","ms_rana",1
"12745",12745,"pankaj_congress","mahcongress",1
"12747",12747,"pankaj_itc","DrKumarVishwas",1
"12749",12749,"pankaj_mahindru","Hemant_80",1
"12751",12751,"pankaj_namo","InternetHinduz",1
"12753",12753,"pankaj_namo","ModiBharosa",1
"12755",12755,"pankaj1577","DrKumarVishwas",1
"12757",12757,"pankaj16182","kanimozhi",1
"12759",12759,"pankajchandak","pGurus1",1
"12761",12761,"pankajdixit2611","DrKumarVishwas",1
"12763",12763,"pankajibs","HumorMinistry",1
"12765",12765,"pankajk28191265","URautelaForever",1
"12767",12767,"pankajk9d","URautelaForever",1
"12769",12769,"pankajnathroy","URautelaForever",1
"3790",3790,"PankajPachauri","busy16",-1
"3876",3876,"PankajPachauri","cbdaas",-1
"7262",7262,"PankajPachauri","iamkarthikeyank",-1
"7830",7830,"PankajPachauri","intimateramc",-1
"8418",8418,"PankajPachauri","jenixrino",-1
"18540",18540,"PankajPachauri","thambirajan",-1
"18752",18752,"PankajPachauri","thirumarant",-1
"12771",12771,"pankajr84696665","URautelaForever",1
"12773",12773,"pankajsharma153","attomeybharti",1
"12775",12775,"pankajyadav1051","URautelaForever",1
"12777",12777,"pankilc","URautelaForever",1
"12779",12779,"pankpoetakh","bjpsamvad",1
"12781",12781,"panobdudu","steve_hanke",1
"10524",10524,"panromir","marioisnothere",-1
"12783",12783,"pantg4","ModiBharosa",1
"12785",12785,"pantrishab","HumorMinistry",1
"12787",12787,"pantvikraminc","NG_withINC",1
"12789",12789,"panuganti","DrGPradhan",1
"12791",12791,"papicky","steve_hanke",1
"12793",12793,"pappu_pedia","attomeybharti",1
"12795",12795,"pappu_pedia","DrGPradhan",1
"12797",12797,"pappu_pedia","rupasubramanya",1
"12799",12799,"pappujk78","ShashiTharoor",1
"12801",12801,"pappuyadav007","rahulroushan",1
"12803",12803,"paragbhandari1","CNNnews18",1
"12805",12805,"paragdr","IndiaFirst_2019",1
"12807",12807,"paragdr","ModiBharosa",1
"12809",12809,"paragpatelpower","AnkitLal",1
"12811",12811,"parakhmanasi","URautelaForever",1
"12813",12813,"parantapaa","5Forty3",1
"12815",12815,"parasaraap","URautelaForever",1
"12817",12817,"parasyadav18","geetv79",1
"12819",12819,"paraulji","Ra_THORe",1
"12821",12821,"pardeepmodgil","gauravcsawant",1
"12823",12823,"pareshp94866251","gauravcsawant",1
"5224",5224,"ParichayLegal","divya_legal",-1
"12825",12825,"parjak2008","ModiBharosa",1
"12827",12827,"parntheveeran","mkatju",1
"12829",12829,"parodycricketer","HumorMinistry",1
"12831",12831,"parodyrowdy","AdityaNair20",1
"12833",12833,"parshanthadala","faizaskari",1
"12835",12835,"parthapinaki","ModiBharosa",1
"12837",12837,"parthasakhadas","ModiBharosa",1
"3864",3864,"parthavs","casinghvaibhav",-1
"4044",4044,"parthavs","chetanpthakar",-1
"4714",4714,"parthavs","deepanshkhuran1",-1
"12646",12646,"parthavs","paandeyy",-1
"13722",13722,"parthavs","ptlshivakumar12",-1
"15838",15838,"parthavs","sandeep251210",-1
"16612",16612,"parthavs","shanmugam_7",-1
"12839",12839,"parthdesaisgit","Ra_THORe",1
"144",144,"parthology","01karn",-1
"9738",9738,"parthology","lakshmianand96",-1
"19612",19612,"parthology","victoryfornamo",-1
"12841",12841,"parthpa07241800","Atheist_Krishna",1
"12843",12843,"parthpa07241800","attomeybharti",1
"12845",12845,"parthpa07241800","bhaiyyajispeaks",1
"12847",12847,"parthpa07241800","GNDTV",1
"12849",12849,"parthpa07241800","HarsimratBadal_",1
"12851",12851,"parthpa07241800","madskak",1
"12853",12853,"parthpa07241800","ModiBharosa",1
"12855",12855,"parthpa07241800","NaIna0806",1
"12857",12857,"parthpa07241800","rajeev_mp",1
"12859",12859,"parthpa07241800","URautelaForever",1
"12861",12861,"partypartiet","Timcast",1
"12863",12863,"paruiabhijan","DrGPradhan",1
"12865",12865,"parveen_bhadoo","rssurjewala",1
"7298",7298,"ParvinSharma_","iamriteshup",-1
"16964",16964,"ParvinSharma_","shuklapinku",-1
"12867",12867,"parwez1","DrKumarVishwas",1
"12869",12869,"parwez1","kavita_krishnan",1
"12871",12871,"parwez1","Tanim0104",1
"12873",12873,"parwez1","tweepul",1
"12875",12875,"pasamortgage","TCS",1
"2724",2724,"Pastor_Dowell","awake2righteous",-1
"19128",19128,"Pastor_Dowell","tyronrobinsonii",-1
"12877",12877,"patange_sunil","5Forty3",1
"12879",12879,"patani_ashutosh","Gadgets360",1
"12881",12881,"patank81","URautelaForever",1
"12883",12883,"patel_rajesh207","_MiteshPatel",1
"12885",12885,"patel6786","ashu3page",1
"12887",12887,"patelchirag168","URautelaForever",1
"12889",12889,"patelpharm","sandipsabharwal",1
"4538",4538,"patelriship","darsh_goswami",-1
"9546",9546,"patelriship","krupalhadia89",-1
"12891",12891,"patelroop_113","URautelaForever",1
"12893",12893,"patelsarfaraz68","1Patelzuber",1
"12895",12895,"pateltushar0024","URautelaForever",1
"17148",17148,"Patelzuber","sirpandyahardik",-1
"12897",12897,"pathakgp","gauravcsawant",1
"12899",12899,"pathakgp","ModiBharosa",1
"14042",14042,"PathanAsmakhan","rahultkd",-1
"12901",12901,"pathaniasagar","PathaniaSagar",1
"12902",12902,"PathaniaSagar","pathaniasagar",-1
"12903",12903,"patilashish687","DrKumarVishwas",1
"12905",12905,"patilr1994","URautelaForever",1
"12907",12907,"patnaikt","5Forty3",1
"12909",12909,"patnaikt","gauravcsawant",1
"12911",12911,"patrakaariz","dna",1
"12913",12913,"patrakaariz","kavita_krishnan",1
"12915",12915,"patriotbharati","centerofright",1
"12917",12917,"patriotindian12","DrGPradhan",1
"12919",12919,"patrovak","Cheatedbuyer",1
"4598",4598,"PattySD51","dcdecals1",-1
"12921",12921,"patyack14","steve_hanke",1
"12923",12923,"paul3692509","Lukewearechange",1
"882",882,"paulasset","acejunker",-1
"12925",12925,"paulbono9","DharmicFundoo",1
"12927",12927,"paulfniehaus","JustinSandefur",1
"12929",12929,"paulosev","Joydas",1
"12931",12931,"paulpushparaj1","TCS",1
"12933",12933,"paulstansilas","ShashiTharoor",1
"4140",4140,"PaulTassi","christianocon",-1
"9274",9274,"PaulTassi","kingconan13",-1
"9870",9870,"PaulTassi","lia_ferrante",-1
"17216",17216,"PaulTassi","slowhandzen",-1
"18666",18666,"PaulTassi","thehelmetfire",-1
"18674",18674,"PaulTassi","theirishtide",-1
"12935",12935,"pavan_sadineni","MIB_India",1
"12937",12937,"pavan_sadineni","PIB_India",1
"12939",12939,"pavan_sethi","aartic02",1
"12941",12941,"pavan_sethi","bharat_builder",1
"12943",12943,"pavan_sethi","jamewils",1
"12945",12945,"pavan_sethi","kamaaaa6",1
"48",48,"pavanaja","_harishl",-1
"5376",5376,"pavanaja","drdamodhar",-1
"6604",6604,"pavanaja","gurubrammha",-1
"6732",6732,"pavanaja","harishgksms",-1
"13368",13368,"pavanaja","prasabs",-1
"12947",12947,"pavanpavs254","ZeeNewsSports",1
"12949",12949,"pavansahu786","URautelaForever",1
"12951",12951,"pavanvoice","arkaytimes",1
"12953",12953,"pavanyadav797","kanimozhi",1
"12955",12955,"pawanjrai","AskAnshul",1
"12957",12957,"pawanjrai","Joydeep_911",1
"12959",12959,"pawanjrai","madskak",1
"12961",12961,"pawannapranam","Nr_Shiralkar",1
"12963",12963,"pawshemanoj","PawsheManoj",1
"12964",12964,"PawsheManoj","pawshemanoj",-1
"12965",12965,"paxbrutalis","anilkohli54",1
"12967",12967,"payal_am9","URautelaForever",1
"12969",12969,"payalbhayana","Atheist_Krishna",1
"12971",12971,"payel_das_","Joydeep_911",1
"11758",11758,"payments_source","narcotole",-1
"18572",18572,"payments_source","the_digital_coo",-1
"12973",12973,"pbshur","gauravcsawant",1
"12975",12975,"pcheruvally","FTIIndia",1
"12977",12977,"pcmaniac_sk","URautelaForever",1
"6534",6534,"pcquest","gthoppae",-1
"12979",12979,"pcrajendra","rahulroushan",1
"12981",12981,"pdev070","assassinsps",1
"12983",12983,"pdrsudhakar","ashu3page",1
"12985",12985,"pdrsudhakar","NG_withINC",1
"12987",12987,"pdrsudhakar","rssurjewala",1
"12989",12989,"pdrsudhakar","sitaramlamba",1
"12991",12991,"pdrsudhakar","vaishaliishere",1
"856",856,"PedestrianPoet","abidd__",-1
"7836",7836,"PedestrianPoet","introvertravi",-1
"8702",8702,"PedestrianPoet","juneymb",-1
"12993",12993,"peepal59","Ra_THORe",1
"12995",12995,"peepal59","URautelaForever",1
"12997",12997,"peeyushbhiwani","DrKumarVishwas",1
"12999",12999,"peggyd6710","Sarah__Reynolds",1
"3350",3350,"penisgarlic","bholipunjabn",-1
"13001",13001,"penitusvox","Timcast",1
"13003",13003,"penmymind","steve_hanke",1
"13005",13005,"pepperlesszzz","Timcast",1
"13007",13007,"peretzz_","URautelaForever",1
"13009",13009,"perezreed5","YarmolukDan",1
"13011",13011,"persephonefr","steve_hanke",1
"13013",13013,"pessimystiquem","RoflGandhi_",1
"7770",7770,"peter_vas","indiradpk0",-1
"8092",8092,"peter_vas","iyerspeaks",-1
"9292",9292,"peter_vas","kinshukmishra",-1
"11002",11002,"peter_vas","mjdv3",-1
"13414",13414,"peter_vas","prashant1056",-1
"13452",13452,"peter_vas","prashsaralaya",-1
"15322",15322,"peter_vas","ruchir78",-1
"19968",19968,"peter_vas","virupaksha_hs",-1
"20482",20482,"peter_vas","ykjoshi",-1
"13015",13015,"petroleummin","HPCL",1
"13017",13017,"peyrillathavan","AdityaNair20",1
"160",160,"pGurus1","0807ankit",-1
"322",322,"pGurus1","69b1b71236104d6",-1
"350",350,"pGurus1","870f4906f95f4d8",-1
"388",388,"pGurus1","a31x64vijay",-1
"580",580,"pGurus1","aarvee18",-1
"1408",1408,"pGurus1","alwaysproindian",-1
"1612",1612,"pGurus1","amol_khiste",-1
"1996",1996,"pGurus1","anumulachaitra",-1
"2054",2054,"pGurus1","anuuragjain",-1
"2544",2544,"pGurus1","asterixdegaulle",-1
"3464",3464,"pGurus1","biswajeetdash",-1
"3906",3906,"pGurus1","cerebration12",-1
"3950",3950,"pGurus1","chandan_tndn",-1
"4162",4162,"pGurus1","chweeneytodd",-1
"5188",5188,"pGurus1","dipakmahajan5",-1
"5260",5260,"pGurus1","dk12bm",-1
"5514",5514,"pGurus1","dsgiri",-1
"5552",5552,"pGurus1","dudawant",-1
"6014",6014,"pGurus1","gaaagrawal",-1
"6982",6982,"pGurus1","hindu_roar",-1
"7556",7556,"pGurus1","imdharmic",-1
"7812",7812,"pGurus1","innovativehindu",-1
"8606",8606,"pGurus1","joshirakesh2004",-1
"9436",9436,"pGurus1","kppradeepdr",-1
"9464",9464,"pGurus1","krish_bjp",-1
"9500",9500,"pGurus1","krishnam_2016",-1
"9576",9576,"pGurus1","ktarun90",-1
"9814",9814,"pGurus1","lava_agarwal",-1
"11504",11504,"pGurus1","muraliks_11",-1
"12374",12374,"pGurus1","nneelans",-1
"12538",12538,"pGurus1","olgort",-1
"12596",12596,"pGurus1","optimist_chic",-1
"12760",12760,"pGurus1","pankajchandak",-1
"13234",13234,"pGurus1","prabhav135",-1
"13324",13324,"pGurus1","prakashxkumar",-1
"13908",13908,"pGurus1","raghuchethan",-1
"13922",13922,"pGurus1","raghuramanmenon",-1
"14292",14292,"pGurus1","rajsidnik",-1
"15796",15796,"pGurus1","samwit_wicky",-1
"16280",16280,"pGurus1","sbajpai2806",-1
"16728",16728,"pGurus1","shenoy70",-1
"16834",16834,"pGurus1","shobhanpounikar",-1
"16916",16916,"pGurus1","shruthi_ps",-1
"17662",17662,"pGurus1","srisriyash1",-1
"18350",18350,"pGurus1","t_s_mohan",-1
"18810",18810,"pGurus1","timeseek1970",-1
"18852",18852,"pGurus1","tnmukundan",-1
"18898",18898,"pGurus1","tprasad_7",-1
"19120",19120,"pGurus1","twittwats18",-1
"19144",19144,"pGurus1","udhayshankartr",-1
"19206",19206,"pGurus1","unsubtledesi",-1
"19220",19220,"pGurus1","upma23",-1
"19356",19356,"pGurus1","valprajj",-1
"19406",19406,"pGurus1","varshathacker",-1
"19794",19794,"pGurus1","vinayakh2016",-1
"19974",19974,"pGurus1","virus4congress",-1
"20032",20032,"pGurus1","vishwaamitra",-1
"20124",20124,"pGurus1","vkn2904",-1
"13019",13019,"phaantoms","ModiBharosa",1
"13021",13021,"phantompen","CryptKeeperBTT",1
"13023",13023,"phekateraho","RealHistoryPic",1
"13025",13025,"phigi","Timcast",1
"13027",13027,"phlli9","_MiteshPatel",1
"13029",13029,"phoenixmathew","rssurjewala",1
"2180",2180,"Phronesis_inc","arorahimanshu83",-1
"6128",6128,"Phronesis_inc","gauraveenu",-1
"13031",13031,"physiomanjeet","DrKumarVishwas",1
"152",152,"PIB_India","0786sartaj",-1
"396",396,"PIB_India","aabha110",-1
"404",404,"PIB_India","aadhiseshu2",-1
"416",416,"PIB_India","aaditya793",-1
"420",420,"PIB_India","aaditya810",-1
"650",650,"PIB_India","abdulali03",-1
"1026",1026,"PIB_India","agarwal_to",-1
"1178",1178,"PIB_India","akas_day",-1
"1198",1198,"PIB_India","akashdgarg",-1
"1472",1472,"PIB_India","ambika109",-1
"2084",2084,"PIB_India","apsacs1",-1
"2144",2144,"PIB_India","arikgandhi",-1
"2376",2376,"PIB_India","ashis_pandey1",-1
"2434",2434,"PIB_India","ashok50_ashok",-1
"2690",2690,"PIB_India","avinash_mailme",-1
"2814",2814,"PIB_India","babita976",-1
"2876",2876,"PIB_India","balajimuthyala",-1
"2940",2940,"PIB_India","bansanirmal",-1
"3474",3474,"PIB_India","bivas143",-1
"4004",4004,"PIB_India","charli_to",-1
"4242",4242,"PIB_India","cmpdil",-1
"4244",4244,"PIB_India","cmpfoindia",-1
"4314",4314,"PIB_India","congresskajana",-1
"4336",4336,"PIB_India","coolsaleh1",-1
"4406",4406,"PIB_India","crowngroup3",-1
"4916",4916,"PIB_India","dg_pib",-1
"5020",5020,"PIB_India","dhruvang_kp",-1
"5042",5042,"PIB_India","dhruvbhim",-1
"5894",5894,"PIB_India","finminindia",-1
"6580",6580,"PIB_India","guptha_rakesh",-1
"6584",6584,"PIB_India","gurdeep2091",-1
"6706",6706,"PIB_India","haricharan1012",-1
"6954",6954,"PIB_India","himansh29466255",-1
"7136",7136,"PIB_India","hussainto1",-1
"7152",7152,"PIB_India","i_anilkumar",-1
"7372",7372,"PIB_India","ibadah8",-1
"8384",8384,"PIB_India","jbelludi",-1
"8686",8686,"PIB_India","juli_1736",-1
"8944",8944,"PIB_India","karanmalhotra55",-1
"9002",9002,"PIB_India","kashyap1190",-1
"9138",9138,"PIB_India","kesar_62",-1
"9422",9422,"PIB_India","koushik412",-1
"9698",9698,"PIB_India","kuvam707",-1
"10712",10712,"PIB_India","me_nabhoj",-1
"10864",10864,"PIB_India","mib_india",-1
"10926",10926,"PIB_India","ministryinb",-1
"10934",10934,"PIB_India","minustax",-1
"10990",10990,"PIB_India","mitra_1709",-1
"11270",11270,"PIB_India","mounika341",-1
"11500",11500,"PIB_India","murali_talasila",-1
"11982",11982,"PIB_India","neepcoindia",-1
"12286",12286,"PIB_India","nithinjaiswal4",-1
"12938",12938,"PIB_India","pavan_sadineni",-1
"13152",13152,"PIB_India","politicalwings2",-1
"13156",13156,"PIB_India","politics_better",-1
"13260",13260,"PIB_India","pradeep19941994",-1
"13336",13336,"PIB_India","prameshjain12",-1
"13462",13462,"PIB_India","pratapshetty19",-1
"13486",13486,"PIB_India","pratibha364",-1
"13502",13502,"PIB_India","pratima944",-1
"13526",13526,"PIB_India","praveenbp21aug",-1
"13940",13940,"PIB_India","raheemto1",-1
"14044",14044,"PIB_India","rahultkd",-1
"14112",14112,"PIB_India","rajaraoto",-1
"14232",14232,"PIB_India","rajgupthato1",-1
"14246",14246,"PIB_India","rajivnirman",-1
"14386",14386,"PIB_India","ramasrivalli",-1
"14566",14566,"PIB_India","rasool29326749",-1
"14578",14578,"PIB_India","rathod_tr5",-1
"14586",14586,"PIB_India","rathoreaja",-1
"14604",14604,"PIB_India","rav26051",-1
"14610",14610,"PIB_India","ravi_mital",-1
"14668",14668,"PIB_India","ravipasupuleti3",-1
"14678",14678,"PIB_India","ravirajato",-1
"14790",14790,"PIB_India","realwalaindia",-1
"14940",14940,"PIB_India","riju_1448",-1
"14998",14998,"PIB_India","rituvarma55",-1
"15196",15196,"PIB_India","romeshnadir",-1
"15522",15522,"PIB_India","sagarika716",-1
"16508",16508,"PIB_India","shail_bunty",-1
"16636",16636,"PIB_India","sharan35379873",-1
"16866",16866,"PIB_India","shravanraj11",-1
"16956",16956,"PIB_India","shukla_sanj",-1
"17166",17166,"PIB_India","sk199209",-1
"18196",18196,"PIB_India","suryato6",-1
"18506",18506,"PIB_India","teluguactress",-1
"18510",18510,"PIB_India","teluguonetv",-1
"18856",18856,"PIB_India","to_roshan",-1
"18860",18860,"PIB_India","to1sai",-1
"19072",19072,"PIB_India","tweet_pnb",-1
"19336",19336,"PIB_India","vaibhavmlhtr",-1
"19514",19514,"PIB_India","vellyprajapati",-1
"19526",19526,"PIB_India","venkat572",-1
"19928",19928,"PIB_India","viralvm69",-1
"20052",20052,"PIB_India","viv_cse",-1
"20464",20464,"PIB_India","yelloji1",-1
"20572",20572,"PIB_India","zabha2",-1
"13033",13033,"piechuckerr","CMOMaharashtra",1
"13035",13035,"pierrejovanovic","steve_hanke",1
"13037",13037,"piert83","steve_hanke",1
"13039",13039,"pikkachu10","URautelaForever",1
"13041",13041,"pikki74","dewindia11",1
"13043",13043,"pikki74","nixxin",1
"13045",13045,"pikukaushal","Atheist_Krishna",1
"13047",13047,"pillaishrijit","URautelaForever",1
"19110",19110,"pinaki_dasgupta","twit2abhi",-1
"13049",13049,"pinakinmehta1","geetv79",1
"5932",5932,"pinclickhomes","fortiusinfra",-1
"13051",13051,"pingle83","indianyogi",1
"13053",13053,"pinkiroymailco1","URautelaForever",1
"13055",13055,"pinkisharma4","DrKumarVishwas",1
"13057",13057,"pinkoosh12","URautelaForever",1
"13059",13059,"pintuinsa","myvotetoday",1
"13061",13061,"pintujadhavbjp","shailesh_0501",1
"13063",13063,"pintujadhavbjp","SickularLibtard",1
"13065",13065,"pintujadhavbjp","ThinkingHearts",1
"13067",13067,"pirai_2014","gauravcsawant",1
"13069",13069,"piratesingh","dna",1
"13071",13071,"piushtomar","Lexmeridian",1
"13073",13073,"pixiedixie721","chandreshd",1
"13075",13075,"piyu909","JammuKashmir5",1
"13077",13077,"piyush_love1","Joydas",1
"13079",13079,"piyush4bjp","attomeybharti",1
"13081",13081,"piyush4bjp","gauravcsawant",1
"13083",13083,"piyush8598","URautelaForever",1
"13085",13085,"piyush9392","GauravPandhi",1
"13087",13087,"piyusharma01","DrKumarVishwas",1
"232",232,"PiyushGoyalOffc","2181viral",-1
"696",696,"PiyushGoyalOffc","abhi_msd",-1
"1100",1100,"PiyushGoyalOffc","ajay_omkara",-1
"1302",1302,"PiyushGoyalOffc","akshaypatel10",-1
"1772",1772,"PiyushGoyalOffc","aniljharbade2",-1
"2048",2048,"PiyushGoyalOffc","anusharmaudh",-1
"2122",2122,"PiyushGoyalOffc","ardmehra1966",-1
"2170",2170,"PiyushGoyalOffc","arjunshukla_",-1
"2298",2298,"PiyushGoyalOffc","arvind_joshi",-1
"2378",2378,"PiyushGoyalOffc","ashish_dagwar",-1
"2414",2414,"PiyushGoyalOffc","ashishsinghame",-1
"2480",2480,"PiyushGoyalOffc","ashutoshk55",-1
"2490",2490,"PiyushGoyalOffc","ashutri74",-1
"2610",2610,"PiyushGoyalOffc","atlantesindia",-1
"3334",3334,"PiyushGoyalOffc","bhawana_pal",-1
"3478",3478,"PiyushGoyalOffc","bjp_2019",-1
"3494",3494,"PiyushGoyalOffc","bjpkothrud",-1
"3496",3496,"PiyushGoyalOffc","bjpmahfc",-1
"3498",3498,"PiyushGoyalOffc","bjpmpfc",-1
"3506",3506,"PiyushGoyalOffc","bjptamilnadufc",-1
"3508",3508,"PiyushGoyalOffc","bjpupfc",-1
"3700",3700,"PiyushGoyalOffc","brigbin",-1
"3816",3816,"PiyushGoyalOffc","ca_sanjeevgodha",-1
"4246",4246,"PiyushGoyalOffc","cmpfoindia",-1
"4324",4324,"PiyushGoyalOffc","cool_nikkki",-1
"4354",4354,"PiyushGoyalOffc","cpdhonprasad68",-1
"4490",4490,"PiyushGoyalOffc","dalip1736",-1
"5044",5044,"PiyushGoyalOffc","dhruvbhim",-1
"5170",5170,"PiyushGoyalOffc","dineshsahay",-1
"5598",5598,"PiyushGoyalOffc","dwimidham",-1
"5882",5882,"PiyushGoyalOffc","fetch_app",-1
"5918",5918,"PiyushGoyalOffc","fivision2020",-1
"6158",6158,"PiyushGoyalOffc","gayatrisays",-1
"6532",6532,"PiyushGoyalOffc","gthakore",-1
"6808",6808,"PiyushGoyalOffc","harshsharma29",-1
"7290",7290,"PiyushGoyalOffc","iamrahulkarke",-1
"7706",7706,"PiyushGoyalOffc","indianabhishek_",-1
"7888",7888,"PiyushGoyalOffc","iraajeshsharma",-1
"8160",8160,"PiyushGoyalOffc","jaidevadidev",-1
"8196",8196,"PiyushGoyalOffc","jaiprakashshah2",-1
"8284",8284,"PiyushGoyalOffc","jasbjp",-1
"8580",8580,"PiyushGoyalOffc","join_utc",-1
"8602",8602,"PiyushGoyalOffc","joshi_mukund136",-1
"8742",8742,"PiyushGoyalOffc","jyotsnadevi33",-1
"9198",9198,"PiyushGoyalOffc","khandelw13sagar",-1
"10126",10126,"PiyushGoyalOffc","mahagovernment",-1
"10192",10192,"PiyushGoyalOffc","maihindustani99",-1
"10382",10382,"PiyushGoyalOffc","manishupreti9",-1
"10498",10498,"PiyushGoyalOffc","maratha19feb",-1
"10622",10622,"PiyushGoyalOffc","mayankagarwalb",-1
"10734",10734,"PiyushGoyalOffc","meena7099",-1
"10768",10768,"PiyushGoyalOffc","meghwanshi_p",-1
"11088",11088,"PiyushGoyalOffc","modifiedbhaarat",-1
"11092",11092,"PiyushGoyalOffc","modifiedbihar",-1
"11446",11446,"PiyushGoyalOffc","mukeshsingh___",-1
"11542",11542,"PiyushGoyalOffc","myindiangov",-1
"12062",12062,"PiyushGoyalOffc","newsbjp",-1
"12358",12358,"PiyushGoyalOffc","nk_satyam6",-1
"12388",12388,"PiyushGoyalOffc","nomoreattitude",-1
"12728",12728,"PiyushGoyalOffc","pandeyrajrsh",-1
"13218",13218,"PiyushGoyalOffc","prabhakar2july",-1
"13732",13732,"PiyushGoyalOffc","pune_smartcity",-1
"13748",13748,"PiyushGoyalOffc","punjabimodern1",-1
